id_transaccion,fecha_venta,fecha_envio,id_cliente,nombre_cliente,apellido_cliente,email_cliente,pais_cliente,genero_cliente,estado_civil_cliente,id_producto,codigo_producto,nombre_producto,categoria_producto,subcategoria_producto,costo_fabricacion,cantidad,precio_unitario,monto_total,metodo_pago
TRX-101099,20260626,20260628,CLI-0003,Carmen Javier,Rodriguez Diaz,carmen.rodriguez@gmail.com,Estados Unidos,M,Soltero,PRD-059,SKU-ELE-059,Producto Audio 59,Electronica,Audio,21.84,3,38.0,114.0,Efectivo
TRX-106477,20250509,20250511,CLI-0170,Luis Ana,Flores Torres,luis.flores@hotmail.com,CO,F,S,PRD-064,SKU-HOG-064,Producto Decoracion 64,Hogar,Decoracion,107.81,6,257.91,1547.46,Efectivo
TRX-104092,20250412,20250421,CLI-0136,Marta Pedro,Ruiz Vargas,mruiz@hotmail.com,US,Male,Soltero,PRD-057,SKU-HOG-057,Producto Iluminacion 57,Hogar,Iluminacion,36.11,8,80.79,646.32,Tarjeta
TRX-102730,20250504,20250509,CLI-0239,Sofia Alejandro,Gomez Cruz,sgomez@empresa.com,Estados Unidos,Female,Soltero,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,7,269.97,1889.79,Transferencia
TRX-105670,20260505,20260511,CLI-0399,Daniel,Torres Romero,dtorres@outlook.com,,n/a,S,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,13,34.91,453.83,Paypal
TRX-109272,20251104,20251105,CLI-0438,Diego Marta,Suarez Vargas,diegosuarez89@hotmail.com,Colombia,F,C,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,8,142.94,1143.52,Transferencia
TRX-103806,0,,CLI-0159,Sofia Alejandro,Flores Gomez,sofia.flores@hotmail.com,,F,S,PRD-053,SKU-ELE-053,Producto Smartphones 53,Electronica,Smartphones,151.32,10,361.29,3612.9,Tarjeta
TRX-106403,20250404,20250407,CLI-0015,Carlos,Sanchez Ruiz,carlossanchez@outlook.com,Mexico,Male,S,PRD-049,SKU-DEP-049,Producto Ropa 49,Deporte,Ropa,188.34,9,306.23,2756.07,Tarjeta
TRX-108085,20250225,20250228,CLI-0083,Laura,Diaz Cruz,lauradiaz83@outlook.com,MX,M,Casado,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,6,280.25,1681.5,Transferencia
TRX-109476,20260614,20260621,CLI-0281,Javier Lucia,Ruiz Suarez,javierruiz@outlook.com,CO,M,C,PRD-058,SKU-DEP-058,Producto Calzado 58,Deporte,Calzado,91.03,8,129.27,1034.16,Paypal
TRX-105203,20250319,20250323,CLI-0502,Carlos,Perez Martinez,carlos.perez@outlook.com,MX,M,C,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,1,291.43,291.43,Transferencia
TRX-100341,20250611,20250614,CLI-0116,Maria,Rodriguez Gomez,mrodriguez@empresa.com,Mexico,M,Soltero,PRD-074,SKU-DEP-074,Producto Accesorios 74,Deporte,Accesorios,195.28,9,476.0,4284.0,Transferencia
TRX-101079,20260411,20260413,CLI-0288,Marta,Gonzalez Suarez,marta.gonzalez@empresa.com,Colombia,M,Casado,PRD-035,SKU-HOG-035,Producto Muebles 35,Hogar,Muebles,158.66,1,374.74,374.74,Paypal
TRX-104922,28/04/2025,20250505,CLI-0225,Maria,Romero Ramirez,maria.romero@hotmail.com,Estados Unidos,Male,S,PRD-043,SKU-DEP-043,Producto Accesorios 43,Deporte,Accesorios,80.2,12,131.37,1576.44,Transferencia
TRX-109788,22/01/2026,20260127,CLI-0171,Diego Maria,Torres Diaz,diegotorres96@hotmail.com,US,M,Casado,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,1,105.41,105.41,Paypal
TRX-105475,20250809,20250819,CLI-0568,Jorge,Flores Cruz,jorgeflores81@gmail.com,Espana,F,S,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,2,309.2,618.4,Transferencia
TRX-103013,20250506,20250512,CLI-0105,Carmen,Vargas Diaz,cvargas@empresa.com,Estados Unidos,M,S,PRD-051,SKU-HOG-051,Producto Muebles 51,Hogar,Muebles,52.95,14,130.92,1832.88,Efectivo
TRX-102175,20250520,20250524,CLI-0291,Carlos Diego,Lopez Gomez,carlos.lopez@hotmail.com,Estados Unidos,n/a,S,PRD-032,SKU-ELE-032,Producto Smartphones 32,Electronica,Smartphones,47.74,-2,97.58,-195.16,Paypal
TRX-101396,20260424,20260429,CLI-0190,Carmen Pedro,Rodriguez Gonzalez,carmenrodriguez@hotmail.com,Colombia,F,C,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,4,30.22,120.88,Efectivo
TRX-104081,20251004,20251008,CLI-0530,Rosa Carmen,Ramirez Cruz,rosaramirez@yahoo.com,Mexico,M,Soltero,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,9,225.4,2028.6,Tarjeta
TRX-108634,20260512,20260522,CLI-0080,Fernando,Flores Ramirez,fernandoflores@gmail.com,Mexico,F,S,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,10,96.52,965.2,Paypal
TRX-104363,12/08/2026,20260815,CLI-0362,Jorge Carmen,Flores Gomez,jflores@hotmail.com,,n/a,Casado,PRD-059,SKU-ELE-059,Producto Audio 59,Electronica,Audio,21.84,5,53.15,265.75,Tarjeta
TRX-100758,20260413,20260418,CLI-0178,Juan,Cruz Martinez,juan.cruz@empresa.com,Estados Unidos,Male,C,PRD-002,SKU-DEP-002,Producto Accesorios 2,Deporte,Accesorios,176.37,8,247.86,1982.88,Tarjeta
TRX-104776,20250629,20250708,CLI-0316,Javier,Romero Diaz,javier.romero@gmail.com,MX,Male,C,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,14,273.79,3833.06,Efectivo
TRX-103224,20250215,20250223,CLI-0315,Pedro Carmen,Martinez Gomez,pedromartinez@hotmail.com,USA,Male,C,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,5,220.18,1100.9,Transferencia
TRX-107311,20260104,20260113,CLI-0336,Fernando Laura,Rodriguez Garcia,fernando.rodriguez@hotmail.com,Estados Unidos,Female,Casado,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,3,359.13,1077.39,Transferencia
TRX-102062,20250526,20250531,CLI-0374,Rosa,Torres Flores,rosatorres@gmail.com,USA,Female,C,PRD-035,SKU-HOG-035,Producto Muebles 35,Hogar,Muebles,158.66,12,380.46,4565.52,Tarjeta
TRX-104523,20260822,20260825,CLI-0334,Fernando,Vargas Torres,fernandovargas@empresa.com,Espana,Male,Casado,PRD-038,SKU-HOG-038,Producto Decoracion 38,Hogar,Decoracion,68.83,13,101.43,1318.59,Paypal
TRX-109692,01/02/2026,20260204,CLI-0580,Juan,Sanchez Lopez,juansanchez87@empresa.com,Estados Unidos,Female,Casado,PRD-028,SKU-ELE-028,Producto Laptops 28,Electronica,Laptops,163.9,13,330.18,4292.34,Efectivo
TRX-107741,20250605,20250610,CLI-0587,Luis,Gomez Diaz,luisgomez75@hotmail.com,Mexico,M,C,PRD-051,SKU-HOG-051,Producto Muebles 51,Hogar,Muebles,52.95,4,99.25,397.0,Tarjeta
TRX-102917,20250205,20250207,CLI-0400,Carmen,Cruz Flores,carmencruz@hotmail.com,Espana,F,C,PRD-021,SKU-HOG-021,Producto Iluminacion 21,Hogar,Iluminacion,12.73,2,28.5,57.0,Tarjeta
TRX-105474,20250406,20250413,CLI-0316,Javier,Romero Diaz,javier.romero@gmail.com,MX,Male,C,PRD-025,SKU-ELE-025,Producto Laptops 25,Electronica,Laptops,34.94,6,45.43,272.58,Efectivo
TRX-102353,20251013,20251021,CLI-0448,Alejandro,Vargas Flores,alejandro.vargas@hotmail.com,Espana,F,Soltero,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,3,459.91,1379.73,Efectivo
TRX-103725,20260323,20260328,CLI-0069,Lucia Carmen,Gonzalez Ruiz,luciagonzalez@yahoo.com,Mexico,Female,S,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,12,346.57,4158.84,Transferencia
TRX-100879,20260318,20260327,CLI-0588,Sofia Lucia,Gomez Perez,sofiagomez81@empresa.com,Colombia,Female,C,PRD-052,SKU-ELE-052,Producto Laptops 52,Electronica,Laptops,137.39,12,208.76,2505.12,Paypal
TRX-106158,20250723,20250802,CLI-0556,Elena,Torres Gomez,etorres@yahoo.com,Espana,F,Soltero,PRD-026,SKU-ELE-026,Producto Smartphones 26,Electronica,Smartphones,146.75,11,352.79,3880.69,Paypal
TRX-109251,20250428,20250429,CLI-0494,Alejandro,Torres Gonzalez,alejandrotorres88@empresa.com,USA,Male,Soltero,PRD-050,SKU-HOG-050,Producto Decoracion 50,Hogar,Decoracion,130.41,5,248.6,1243.0,Paypal
TRX-105657,20260223,20260303,CLI-0078,Laura Jorge,Diaz Martinez,ldiaz@outlook.com,Colombia,F,Soltero,PRD-024,SKU-DEP-024,Producto Ropa 24,Deporte,Ropa,57.74,9,96.04,864.36,Efectivo
TRX-102539,20260823,20260902,CLI-0297,Miguel,Garcia Sanchez,miguelgarcia79@hotmail.com,US,Female,Soltero,PRD-071,SKU-ELE-071,Producto Audio 71,Electronica,Audio,78.61,5,117.43,587.15,Transferencia
TRX-108339,20250608,20250609,CLI-0323,Laura,Alvarez Cruz,laura.alvarez@hotmail.com,CO,F,C,PRD-020,SKU-HOG-020,Producto Decoracion 20,Hogar,Decoracion,154.0,3,307.34,922.02,Paypal
TRX-105926,20251002,20251012,CLI-0248,Sofia,Sanchez Ruiz,ssanchez@yahoo.com,CO,n/a,C,PRD-034,SKU-DEP-034,Producto Ropa 34,Deporte,Ropa,108.5,14,261.96,3667.44,Efectivo
TRX-107114,20250316,20250317,CLI-0567,Carlos,Suarez Garcia,csuarez@yahoo.com,ES,M,S,PRD-078,SKU-ELE-078,Producto Smartphones 78,Electronica,Smartphones,198.57,2,478.53,957.06,Tarjeta
TRX-100549,20251126,20251130,CLI-0543,Marta Ana,Romero Rodriguez,mromero@yahoo.com,Estados Unidos,Male,Casado,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,1,209.2,209.2,Transferencia
TRX-108520,17/07/2025,20250726,CLI-0450,Miguel,Ruiz Lopez,miguel.ruiz@empresa.com,Estados Unidos,F,S,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,11,240.93,2650.23,Efectivo
TRX-105472,20250202,20250211,CLI-0396,Lucia,Gonzalez Flores,luciagonzalez83@yahoo.com,USA,n/a,Soltero,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,2,285.56,571.12,Efectivo
TRX-109610,0,,CLI-0136,Marta Pedro,Ruiz Vargas,mruiz@hotmail.com,US,Male,Soltero,PRD-021,SKU-HOG-021,Producto Iluminacion 21,Hogar,Iluminacion,12.73,13,20.48,266.24,Tarjeta
TRX-104362,20250916,20250926,CLI-0258,Diego,Gomez Ruiz,diego.gomez@empresa.com,Estados Unidos,Male,Soltero,PRD-070,SKU-ELE-070,Producto Smartphones 70,Electronica,Smartphones,176.03,1,337.12,337.12,Efectivo
TRX-106025,20260301,20260302,CLI-0366,Fernando Daniel,Romero Ramirez,fernandoromero@empresa.com,ES,M,Soltero,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,2,226.93,453.86,Tarjeta
TRX-104832,20260313,20260314,CLI-0252,Sofia,Sanchez Rodriguez,sofiasanchez95@outlook.com,Espana,F,S,PRD-070,SKU-ELE-070,Producto Smartphones 70,Electronica,Smartphones,176.03,2,347.96,695.92,Efectivo
TRX-108905,20260122,20260124,CLI-0254,Jorge,Gonzalez Cruz,jgonzalez@hotmail.com,Estados Unidos,n/a,C,PRD-002,SKU-DEP-002,Producto Accesorios 2,Deporte,Accesorios,176.37,9,429.03,3861.27,Tarjeta
TRX-108329,20250303,20250312,CLI-0063,Maria Alejandro,Gonzalez Romero,mgonzalez@gmail.com,MX,F,Casado,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,1,173.48,173.48,Transferencia
TRX-103135,20250929,20251004,CLI-0214,Maria Pedro,Sanchez Romero,mariasanchez@outlook.com,Espana,n/a,C,PRD-008,SKU-HOG-008,Producto Decoracion 8,Hogar,Decoracion,73.75,-2,159.65,-319.3,Transferencia
TRX-100773,20250101,20250103,CLI-0353,Fernando,Martinez Diaz,fmartinez@empresa.com,Espana,n/a,C,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,6,295.3,0.0,Paypal
TRX-108712,20250104,20250112,CLI-0278,Diego Laura,Garcia Vargas,dgarcia@outlook.com,ES,Female,Casado,PRD-010,SKU-ELE-010,Producto Laptops 10,Electronica,Laptops,76.71,10,134.84,1348.4,Tarjeta
TRX-109009,20250217,20250227,CLI-0423,Daniel,Alvarez Ramirez,danielalvarez95@hotmail.com,Estados Unidos,F,C,PRD-012,SKU-HOG-012,Producto Muebles 12,Hogar,Muebles,14.17,12,24.43,293.16,Tarjeta
TRX-109339,20250519,20250520,CLI-0520,Rosa Miguel,Gonzalez Vargas,rosagonzalez@empresa.com,USA,M,S,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,5,27.94,139.7,Transferencia
TRX-101388,20260524,20260526,CLI-0478,Jorge Maria,Sanchez Ramirez,jorgesanchez@gmail.com,ES,M,Casado,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,2,9.69,19.38,Paypal
TRX-108271,20251029,20251105,CLI-0454,Rosa,Gonzalez Vargas,rosagonzalez79@empresa.com,Mexico,Female,S,PRD-028,SKU-ELE-028,Producto Laptops 28,Electronica,Laptops,163.9,9,340.65,3065.85,Transferencia
TRX-100893,20250223,20250226,CLI-0102,Daniel Carlos,Suarez Alvarez,dsuarez@empresa.com,MX,n/a,S,PRD-002,SKU-DEP-002,Producto Accesorios 2,Deporte,Accesorios,176.37,14,372.19,5210.66,Efectivo
TRX-107804,20260325,20260402,CLI-0070,Luis Diego,Ramirez Cruz,luisramirez77@gmail.com,Estados Unidos,Female,Casado,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,12,308.89,3706.68,Efectivo
TRX-104323,19/03/2026,20260327,CLI-0319,Sofia Maria,Perez Ruiz,sofiaperez85@outlook.com,Estados Unidos,M,C,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,3,248.08,0.0,Tarjeta
TRX-108674,19/02/2026,20260222,CLI-0472,Juan Ana,Garcia Ruiz,juangarcia@empresa.com,,Female,C,PRD-029,SKU-ELE-029,Producto Laptops 29,Electronica,Laptops,191.94,14,384.51,5383.14,Paypal
TRX-106118,20251230,20260106,CLI-0566,Lucia,Alvarez Rodriguez,luciaalvarez85@yahoo.com,Estados Unidos,M,S,PRD-052,SKU-ELE-052,Producto Laptops 52,Electronica,Laptops,137.39,6,172.12,1032.72,Paypal
TRX-104941,0,,CLI-0216,Daniel,Garcia Ruiz,dgarcia@gmail.com,Espana,Female,S,PRD-064,SKU-HOG-064,Producto Decoracion 64,Hogar,Decoracion,107.81,4,170.56,682.24,Transferencia
TRX-102877,20250504,20250509,CLI-0250,Carmen Juan,Martinez Perez,carmen.martinez@outlook.com,Estados Unidos,M,Casado,PRD-059,SKU-ELE-059,Producto Audio 59,Electronica,Audio,21.84,1,27.86,27.86,Efectivo
TRX-109694,20250524,20250531,CLI-0584,Lucia,Ramirez Lopez,lramirez@hotmail.com,USA,F,C,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,5,188.21,941.05,Transferencia
TRX-106847,20250619,20250623,CLI-0257,Jorge Carmen,Vargas Flores,jvargas@outlook.com,Estados Unidos,n/a,Casado,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,13,162.73,2115.49,Efectivo
TRX-108833,20250221,20250224,CLI-0014,Pedro,Diaz Rodriguez,pedro.diaz@empresa.com,Colombia,F,Soltero,PRD-001,SKU-HOG-001,Producto Decoracion 1,Hogar,Decoracion,57.4,3,142.67,428.01,Efectivo
TRX-102168,20250524,20250603,CLI-0192,Maria,Martinez Perez,maria.martinez@outlook.com,CO,M,Soltero,PRD-034,SKU-DEP-034,Producto Ropa 34,Deporte,Ropa,108.5,12,183.98,2207.76,Tarjeta
TRX-104943,20250504,20250509,CLI-0246,Maria,Diaz Suarez,mariadiaz90@gmail.com,Estados Unidos,F,S,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,3,97.44,292.32,Tarjeta
TRX-104070,20250525,20250601,CLI-0108,Carlos,Rodriguez Gonzalez,crodriguez@outlook.com,,n/a,S,PRD-043,SKU-DEP-043,Producto Accesorios 43,Deporte,Accesorios,80.2,8,137.78,1102.24,Transferencia
TRX-103507,31/08/2026,20260908,CLI-0523,Maria,Alvarez Torres,mariaalvarez@outlook.com,Estados Unidos,Female,S,PRD-012,SKU-HOG-012,Producto Muebles 12,Hogar,Muebles,14.17,6,24.12,144.72,Tarjeta
TRX-103876,10/11/2025,20251119,CLI-0558,Marta,Sanchez Suarez,martasanchez71@outlook.com,Mexico,M,Soltero,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,3,104.18,312.54,Efectivo
TRX-100737,20250518,20250524,CLI-0482,Sofia,Flores Romero,sofiaflores@hotmail.com,Mexico,Male,C,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,7,36.56,255.92,Transferencia
TRX-106436,20250226,20250304,CLI-0579,Elena Daniel,Torres Ruiz,elenatorres84@yahoo.com,MX,n/a,Casado,PRD-029,SKU-ELE-029,Producto Laptops 29,Electronica,Laptops,191.94,1,452.86,452.86,Transferencia
TRX-107627,20260107,20260113,CLI-0250,Carmen Juan,Martinez Perez,carmen.martinez@outlook.com,Estados Unidos,M,Casado,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,9,89.91,809.19,Paypal
TRX-109168,20260729,20260730,CLI-0260,Luis,Torres Ruiz,ltorres@empresa.com,ES,F,S,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,6,66.66,399.96,Tarjeta
TRX-101053,20250821,20250828,CLI-0539,Rosa Jorge,Martinez Flores,rmartinez@outlook.com,CO,M,C,PRD-023,SKU-ELE-023,Producto Laptops 23,Electronica,Laptops,136.95,1,320.14,320.14,Paypal
TRX-103697,20260308,20260317,CLI-0299,Elena Carlos,Gonzalez Suarez,elena.gonzalez@outlook.com,USA,F,Soltero,PRD-030,SKU-ELE-030,Producto Smartphones 30,Electronica,Smartphones,8.23,5,18.09,90.45,Paypal
TRX-109551,20251226,20251228,CLI-0027,Daniel Sofia,Lopez Torres,daniellopez81@outlook.com,Estados Unidos,F,Soltero,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,10,258.27,2582.7,Transferencia
TRX-100033,07/03/2025,20250313,CLI-0281,Javier Lucia,Ruiz Suarez,javierruiz@outlook.com,CO,M,C,PRD-048,SKU-HOG-048,Producto Muebles 48,Hogar,Muebles,84.27,13,137.03,1781.39,Paypal
TRX-107878,20260803,,CLI-0443,Carlos,Sanchez Gomez,carlos.sanchez@yahoo.com,USA,Female,C,PRD-012,SKU-HOG-012,Producto Muebles 12,Hogar,Muebles,14.17,8,30.44,243.52,Transferencia
TRX-107976,20260415,20260418,CLI-0352,Javier Fernando,Vargas Romero,javier.vargas@outlook.com,,Female,S,PRD-068,SKU-HOG-068,Producto Decoracion 68,Hogar,Decoracion,145.32,9,315.54,2839.86,Transferencia
TRX-106462,20251003,20251008,CLI-0285,Juan Jorge,Sanchez Romero,juan.sanchez@empresa.com,ES,n/a,Casado,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,14,261.97,0.0,Efectivo
TRX-107179,20251116,20251117,CLI-0225,Maria,Romero Ramirez,maria.romero@hotmail.com,Estados Unidos,Male,S,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,7,284.88,1994.16,Transferencia
TRX-109172,20250313,20250321,CLI-0416,Maria Daniel,Suarez Lopez,mariasuarez@gmail.com,CO,M,Soltero,PRD-021,SKU-HOG-021,Producto Iluminacion 21,Hogar,Iluminacion,12.73,14,17.37,243.18,Tarjeta
TRX-105699,0,,CLI-0029,Diego,Martinez Suarez,diego.martinez@hotmail.com,CO,n/a,C,PRD-025,SKU-ELE-025,Producto Laptops 25,Electronica,Laptops,34.94,10,82.14,821.4,Tarjeta
TRX-107739,20250913,20250914,CLI-0068,Elena Javier,Gomez Alvarez,egomez@yahoo.com,US,M,C,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,9,185.39,1668.51,Paypal
TRX-109153,20260618,20260626,CLI-0389,Marta,Martinez Perez,martamartinez90@outlook.com,Estados Unidos,F,Casado,PRD-013,SKU-ELE-013,Producto Smartphones 13,Electronica,Smartphones,105.79,12,195.86,2350.32,Tarjeta
TRX-106298,20251009,20251014,CLI-0275,Juan Carmen,Romero Ramirez,jromero@hotmail.com,USA,n/a,Soltero,PRD-028,SKU-ELE-028,Producto Laptops 28,Electronica,Laptops,163.9,9,286.37,2577.33,Transferencia
TRX-102469,20260621,20260701,CLI-0066,Sofia,Ruiz Perez,sofiaruiz83@empresa.com,Estados Unidos,M,Soltero,PRD-048,SKU-HOG-048,Producto Muebles 48,Hogar,Muebles,84.27,12,108.46,1301.52,Tarjeta
TRX-103385,20260827,20260905,CLI-0374,Rosa,Torres Flores,rosatorres@gmail.com,USA,Female,C,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,10,12.79,127.9,Tarjeta
TRX-107747,20250620,20250623,CLI-0090,Daniel Diego,Gomez Alvarez,dgomez@empresa.com,Estados Unidos,Female,C,PRD-062,SKU-HOG-062,Producto Muebles 62,Hogar,Muebles,13.56,2,31.79,63.58,Efectivo
TRX-108544,25/04/2025,20250505,CLI-0163,Carlos Luis,Ruiz Diaz,cruiz@outlook.com,,M,Soltero,PRD-042,SKU-ELE-042,Producto Smartphones 42,Electronica,Smartphones,154.3,12,186.69,2240.28,Efectivo
TRX-103085,20251205,20251211,CLI-0324,Laura,Flores Perez,lflores@yahoo.com,CO,M,Casado,PRD-019,SKU-HOG-019,Producto Decoracion 19,Hogar,Decoracion,127.71,7,266.99,1868.93,Transferencia
TRX-109187,20260614,20260617,CLI-0405,Javier Marta,Sanchez Ruiz,javier.sanchez@hotmail.com,MX,n/a,S,PRD-048,SKU-HOG-048,Producto Muebles 48,Hogar,Muebles,84.27,7,110.11,770.77,Paypal
TRX-109611,20250814,20250824,CLI-0327,Maria Daniel,Gomez Garcia,mariagomez91@outlook.com,MX,M,C,PRD-054,SKU-DEP-054,Producto Ropa 54,Deporte,Ropa,169.58,4,312.26,1249.04,Efectivo
TRX-108778,20251121,20251128,CLI-0040,Sofia,Torres Ramirez,sofiatorres92@hotmail.com,Estados Unidos,F,C,PRD-026,SKU-ELE-026,Producto Smartphones 26,Electronica,Smartphones,146.75,10,260.99,2609.9,Transferencia
TRX-104771,20260417,20260424,CLI-0423,Daniel,Alvarez Ramirez,danielalvarez95@hotmail.com,Estados Unidos,F,C,PRD-028,SKU-ELE-028,Producto Laptops 28,Electronica,Laptops,163.9,11,331.96,3651.56,Tarjeta
TRX-105869,20250311,20250312,CLI-0380,Javier Maria,Rodriguez Torres,jrodriguez@gmail.com,Mexico,n/a,Casado,PRD-021,SKU-HOG-021,Producto Iluminacion 21,Hogar,Iluminacion,12.73,1,24.43,24.43,Paypal
TRX-105536,20260810,20260814,CLI-0371,Maria Laura,Diaz Lopez,maria.diaz@outlook.com,MX,M,C,PRD-040,SKU-ELE-040,Producto Laptops 40,Electronica,Laptops,82.67,7,146.0,1022.0,Transferencia
TRX-100350,20250322,20250327,CLI-0379,Jorge Elena,Lopez Cruz,jorge.lopez@yahoo.com,Colombia,Female,Soltero,PRD-074,SKU-DEP-074,Producto Accesorios 74,Deporte,Accesorios,195.28,8,277.99,2223.92,Tarjeta
TRX-102383,20260830,20260909,CLI-0458,Elena Jorge,Sanchez Lopez,elena.sanchez@gmail.com,USA,M,Casado,PRD-027,SKU-HOG-027,Producto Muebles 27,Hogar,Muebles,29.13,2,35.68,71.36,Paypal
TRX-106666,20260714,20260720,CLI-0193,Sofia,Ruiz Flores,sofia.ruiz@empresa.com,ES,F,C,PRD-058,SKU-DEP-058,Producto Calzado 58,Deporte,Calzado,91.03,12,183.28,2199.36,Efectivo
TRX-108672,20260205,20260215,CLI-0517,Luis Miguel,Perez Diaz,lperez@empresa.com,USA,Female,C,PRD-040,SKU-ELE-040,Producto Laptops 40,Electronica,Laptops,82.67,13,140.91,1831.83,Tarjeta
TRX-105236,20250810,20250811,CLI-0372,Miguel,Romero Gomez,miguelromero@empresa.com,CO,M,Soltero,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,1,247.21,247.21,Paypal
TRX-104631,12/05/2026,20260513,CLI-0142,Rosa,Rodriguez Torres,rosarodriguez@outlook.com,US,F,C,PRD-026,SKU-ELE-026,Producto Smartphones 26,Electronica,Smartphones,146.75,-2,200.62,-401.24,Paypal
TRX-108166,0,,CLI-0531,Maria,Sanchez Martinez,mariasanchez70@hotmail.com,Espana,Female,S,PRD-042,SKU-ELE-042,Producto Smartphones 42,Electronica,Smartphones,154.3,5,291.54,1457.7,Paypal
TRX-103068,20260504,20260505,CLI-0237,Alejandro Lucia,Ruiz Vargas,alejandroruiz77@gmail.com,USA,Male,C,PRD-066,SKU-DEP-066,Producto Calzado 66,Deporte,Calzado,163.68,6,305.49,1832.94,Tarjeta
TRX-107251,27/03/2026,20260406,CLI-0326,Pedro,Gonzalez Torres,pgonzalez@hotmail.com,Colombia,F,S,PRD-043,SKU-DEP-043,Producto Accesorios 43,Deporte,Accesorios,80.2,14,99.15,1388.1,Paypal
TRX-109084,20260722,20260725,CLI-0203,Juan Jorge,Sanchez Ruiz,juansanchez@empresa.com,Colombia,Female,S,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,4,344.21,1376.84,Paypal
TRX-106266,20260216,20260223,CLI-0055,Ana,Torres Gonzalez,atorres@gmail.com,MX,Male,S,PRD-062,SKU-HOG-062,Producto Muebles 62,Hogar,Muebles,13.56,5,22.63,113.15,Transferencia
TRX-109948,20260530,20260531,CLI-0265,Maria,Ruiz Diaz,maria.ruiz@gmail.com,MX,Male,C,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,5,225.27,1126.35,Tarjeta
TRX-100980,20260502,20260512,CLI-0280,Carmen Laura,Rodriguez Diaz,carmen.rodriguez@hotmail.com,Espana,F,S,PRD-051,SKU-HOG-051,Producto Muebles 51,Hogar,Muebles,52.95,6,124.88,749.28,Efectivo
TRX-108828,20250111,20250118,CLI-0232,Carmen,Gonzalez Suarez,carmengonzalez84@outlook.com,CO,Male,Soltero,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,6,244.94,1469.64,Tarjeta
TRX-100306,0,,CLI-0318,Marta,Torres Martinez,mtorres@yahoo.com,MX,n/a,Casado,PRD-026,SKU-ELE-026,Producto Smartphones 26,Electronica,Smartphones,146.75,4,200.93,803.72,Tarjeta
